tikhonov_root,auto_candidates,resolution_kind,resolved_root,resolved_canonical_root,kuznetsova_homonym_candidates,notes
крок,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
крокет,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
крокодил,крокодил,deterministic,крокодил,крокодил,,
крокус,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
крол,крол,deterministic,крол,крол,,
кролик,крол,deterministic,крол,крол,,
кролич,крол,deterministic,крол,крол,,
кроль,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
крольч,крол,deterministic,крол,крол,,
кроманьон,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
кромешн,кром,deterministic,кром,кром,,
кромк,кром,deterministic,кром,кром,,
кромоч,кром,deterministic,кром,кром,,
кромс,кром,deterministic,кром,кром,,
крон,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
кронштейн,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
кроп,кроп-1|кроп-2,homonym,,,кроп-1|кроп-2,
кропл,кроп-1,deterministic,кроп-1,крап,,
кропот,кропот,deterministic,кропот,кропот,,
кросс,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
крот,крот-1|крот-2,homonym,,,крот-1|крот-2,
кротч,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
крох,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
крош,крош,deterministic,крош,крох,,
крощ,крощ,deterministic,крощ,крот-1,,
круг,круг,deterministic,круг,круг,,
кругл,круг,deterministic,круг,круг,,
круж,круж-1,deterministic,круж-1,круг,,
кружал,круж-1,deterministic,круж-1,круг,,
кружев,круж-1,deterministic,круж-1,круг,,
кружеч,круж-2,deterministic,круж-2,круж-2,,
кружк,круж-1|круж-2,homonym,,,круж-1|круж-2,
кружок,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
круиз,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
круп,круп,deterministic,круп,круп,,
крупн,круп,deterministic,круп,круп,,
крут,крут,deterministic,крут,крут,,
круч,круч-1,deterministic,круч-1,крут,,
кручин,круч-2,deterministic,круч-2,круч-2,,
круш,круш,deterministic,круш,круш,,
крушин,круш,deterministic,круш,круш,,
кры,кры,deterministic,кры,кров-2,,
крыж,крыж,deterministic,крыж,крыж,,
крыл,крыл,deterministic,крыл,крыл,,
крылеч,крыл,deterministic,крыл,крыл,,
крыль,крыл,deterministic,крыл,крыл,,
крым,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
крынк,крын,deterministic,крын,крин,,
крыс,крыс,deterministic,крыс,крыс,,
крыт,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
крюйс,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
крюк,крюк,deterministic,крюк,крюк,,
крюч,крюч,deterministic,крюч,крюк,,
крюшон,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
кря,кря,deterministic,кря,кря,,
кряж,кряж,deterministic,кряж,кряж,,
кряхт,кряхт,deterministic,кряхт,кряхт,,
ксер,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
ку,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
куб,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
кубан,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
кубар,куб-1,deterministic,куб-1,куб-1,,
кубарь,куб-1,deterministic,куб-1,куб-1,,
кубов,куб-2,deterministic,куб-2,куб-2,,
кубрик,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
кубышеч,куб-1,deterministic,куб-1,куб-1,,
кубышк,куб-1,deterministic,куб-1,куб-1,,
кувшин,кувшин,deterministic,кувшин,кувшин,,
кувшинк,кувшин,deterministic,кувшин,кувшин,,
кувыр,кувыр,deterministic,кувыр,кувыр,,
кувырк,кувыр,deterministic,кувыр,кувыр,,
куг,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
куд,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
куда,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
кудахт,кудахт,deterministic,кудахт,кудахт,,
кудес,куд-2,deterministic,куд-2,куд-2,,
кудл,кудл,deterministic,кудл,кудел,,
кудр,кудр,deterministic,кудр,кудр,,
куз,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
кузн,ку-1,deterministic,ку-1,ков,,
кузнечик,ку-1,deterministic,ку-1,ков,,
кузов,кузов,deterministic,кузов,кузов,,
кузьк,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
кукарек,кукарек,deterministic,кукарек,кукарек,,
кукиш,кук-2,deterministic,кук-2,кук-2,,
кукл,кукл,deterministic,кукл,кукл,,
кукож,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
кукол,кукол-2,deterministic,кукол-2,кукл,,
куколь,кукол-2,deterministic,кукол-2,кукл,,
кукс,кук-1,deterministic,кук-1,кук-1,,
кукуруз,кукуруз,deterministic,кукуруз,кукуруз,,
кул,кул,deterministic,кул,кул,,
кулан,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
кулац,кулац,deterministic,кулац,кулак,,
кулач,кулач,deterministic,кулач,кулак,,
кулебяк,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
кулиг,кулиг,deterministic,кулиг,кулиг,,
кулик,кулик,deterministic,кулик,кулик,,
кулинар,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
кулис,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
кулич,кулич-1|кулич-2,homonym,,,кулич-1|кулич-2,
кулуар,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
куль,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
кульбит,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
культ,культ,deterministic,культ,культ,,
культив,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
культур,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
культурь,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
кум,кум,deterministic,кум,кум,,
кумарин,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
кумач,кумач,deterministic,кумач,кумач,,
кумек,мек,deterministic,мек,мек,,
кумека,мек,deterministic,мек,мек,,
кумир,кумир,deterministic,кумир,кумир,,
кумул,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
кумык,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
кумыс,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
кумыч,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
кун,кун,deterministic,кун,кун,,
кунач,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
кунжут,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
кунсткамер,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
куп,куп-1|куп-2|куп-3,homonym,,,куп-1|куп-2|куп-3,
купав,куп-2,deterministic,куп-2,ку-2,,
купаж,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
купат,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
купе,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
купец,куп-1,deterministic,куп-1,куп-1,,
купеч,куп-1,deterministic,куп-1,куп-1,,
купидон,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
купл,куп-1,deterministic,куп-1,куп-1,,
куплет,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
купол,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
куполь,купол,deterministic,купол,купол,,
купон,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
купор,купор,deterministic,купор,купор,,
купорос,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
купц,куп-1,deterministic,куп-1,куп-1,,
купч,куп-1,deterministic,куп-1,куп-1,,
кур,кур-1|кур-2,homonym,,,кур-1|кур-2,
кураг,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
кураж,кураж,deterministic,кураж,кураж,,
курак,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
курар,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
курбан,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
курбет,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
курган,курган,deterministic,курган,курган,,
кургуз,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
курд,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
курдюч,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
курен,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
курк,кур-2,deterministic,кур-2,кур-2,,
куркуль,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
курлы,курлы,deterministic,курлы,курлы,,
куролес,куролес,deterministic,куролес,куролес,,
куропатк,куропат,deterministic,куропат,куропат,,
куропаточ,куропат,deterministic,куропат,куропат,,
курорт,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
куроч,кур-2,deterministic,кур-2,кур-2,,
курс,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
курсив,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
курсорн,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
куртизанк,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
куртин,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
куртк,курт,deterministic,курт,курт,,
курточ,курт,deterministic,курт,курт,,
курултай,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
курфюрст,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
курчав,курч,deterministic,курч,курч,,
курчатов,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
курьез,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
курьер,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
кус,кус-1|кус-2,homonym,,,кус-1|кус-2,
куск,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
