root,IPM
равнодуш,16.8
равномер,12.5
равносил,3.6
равноцен,2.5
рагу,0.6
рад,0.8
рад-1,466.9
рад-2,6.1
радар,2.7
раджа,0.5
ради,1.3
радиал,2.0
радиат,6.1
радикал,12.9
радикальн,18.5
радикул,2.1
радио,122.7
радиус,10.1
радомысл,0.4
радонеж,1.2
радост,0.5
радуг,16.4
радуш,6.6
раж-1,3908.2
раз,3.1
раз-2,570.1
разбав,0.5
разборчив,3.1
развал,0.7
развед,3.8
разверст,0.4
развит,3.0
разгильдя(j),2.6
разглаш,0.9
раздель,1.1
разлом,0.4
разлуч,0.5
размер,2.4
разн,22.6
разно,4.8
разнообраз,0.5
разор,17.1
разруш,0.5
разряд,0.4
разум,110.7
район,253.8
рак-1,19.2
рак-2,27.0
ракет,101.3
ракетк,3.3
ракит,0.7
ракурс,5.0
ралли,2.4
рам,142.5
рамен,1.3
рамп,2.2
ран-1,116.6
ран-2,508.8
ранг,22.9
рандеву,1.1
ранец,1.9
ранжир,2.7
ранн,0.6
рантье,0.4
ранчо,2.0
рапид,0.5
рапир,1.1
рапорт,13.6
рапсод,0.9
раритет,2.8
рас,1298.7
рас-1,16.6
раскр,1.7
распад,1.5
располож,2.1
распред,0.5
распредел,1.3
рассужд,0.4
раст,5.1
растаман,0.4
растр,1.5
расход,2.1
расчет,0.6
рат,29.9
ратуш,1.6
раунд,6.4
раут,1.0
рафик,3.2
рафин,2.2
рафинад,0.5
рах,1.7
рахманинов,0.6
рац,0.5
рацио,0.4
рацион,10.7
рационал,6.8
рациональн,28.0
рач-2,1.4
рашпиль,0.9
рв,989.0
рван,0.5
рвно-психи,0.5
рд,2.4
рдест,0.4
ре,1.3
ре-1,22.1
ре(j)-2,3.1
реабилит,17.6
реаг,54.2
реакт,17.5
реактог,0.5
реакци,104.6
реал,208.6
реальн,264.2
реаним,9.1
реассорт,3.0
реб,839.8
ребе,0.8
ребер,25.1
ребус,1.1
рев,40.3
реванш,3.8
ревен,0.4
реверанс,1.8
реверс,1.3
ревиз,6.6
ревизи,8.7
ревизион,0.9
ревмат,2.2
ревн,81.4
револьвер,11.5
революци,166.7
ревю,0.7
регал,1.7
регат,0.4
регби,0.4
регенер,2.1
регент,1.5
регион,255.1
регистр,84.0
регламент,25.8
регул,112.7
регуляр,2.0
регулярн,51.4
ред,269.2
редакт,75.2
редакц,100.7
редеч,1.6
редис,3.8
редук,3.7
редут,1.3
редуц,1.6
реестр,10.6
реж-2,448.9
режим,110.4
режисс,132.0
резв,10.5
резед,0.4
резекци,0.5
резерв,37.1
резервац,1.7
резервуар,4.8
резидент,9.0
резиденц,10.7
резин,37.4
резист,1.0
резистентн,1.7
резолют,0.9
резолюци,15.9
резон,22.9
результ,1.5
результат,413.4
резус,1.0
резюм,7.9
реинкарнац,1.2
рейд,7.6
рейн,0.7
рейнджер,0.5
рейс,25.0
рейтинг,32.3
рейтуз,1.3
рейх,11.3
рек-1,182.2
рек-2,976.3
реквием,3.2
реквиз,1.3
реквизит,7.2
реквизиц,0.6
реклам,133.1
рекламац,0.6
рекогносц,0.9
рекомбин,7.9
рекоменд,94.0
реконстру,5.7
реконструк,28.0
рекорд,24.9
рекреац,2.2
рекрут,1.2
ректор,16.8
рекуррент,0.4
рекурс,0.4
релакс,2.8
реле,3.8
релевант,1.1
религи,109.8
религиоз,1.7
релиз,2.0
реликви,3.9
реликт,3.2
рельеф,15.0
рельс,18.8
релятив,2.1
реляци,2.4
рем,34.3
ремантадин,1.1
ремарк,2.8
ремесл,18.1
реминисценц,1.0
ремисс,1.1
ремонт,93.5
ренегат,0.6
ренессанс,7.8
реноме,0.9
рент,10.0
рентабельн,12.3
рентген,11.7
рео,0.7
реостат,0.4
реп-1,6.4
реп-2,2.2
репар,0.6
репертуар,19.1
репет,58.0
реплик,27.5
репорт,19.2
репрезент,2.4
репресс,21.5
реприз,4.0
репродук,12.3
репродукт,2.2
рептили,1.4
репутаци,21.9
рес,265.3
реснит,18.1
респектабельн,5.2
респир,2.1
респондент,12.4
республик,140.5
рессор,2.0
реставр,18.6
рестайл,0.4
реституци,0.8
ресторан,92.0
рестрикт,1.8
ресурс,108.2
ретив,0.4
ретин,0.5
ретир,2.2
реторт,0.8
ретро,5.4
рефер,6.7
референдум,26.4
референт,0.8
рефери,0.5
рефлекс,7.9
рефлекси,5.0
рефлект,3.4
реформ,172.4
рефрен,1.4
рефрижератор,1.1
рех,2.2
реценз,5.5
рецензи,15.4
рецепт,29.5
рецепци,0.5
рецесси,0.6
рецидив,5.1
рецип,0.8
реч,15.2
речитатив,1.3
реш,1380.4
решет,36.5
решк,1.2
рж,3.6
рж-1,27.4
рж-2,7.8
рж-3,6.4
ржав,0.7
ржев,0.5
рибавирин,0.6
риг,5.1
ридикюл,0.6
ридостин,1.1
риз,3.2
ризеншнауцер,0.4
рикошет,1.2
рикш,0.9
рим,27.7
римейк,0.7
римл,6.6
ринг,3.3
рис-1,7.6
рис-2,278.4
риск,115.6
рислинг,0.8
рист,0.9
ритейл,0.6
ритм,42.7
риторик,9.5
ритуал,15.3
ритуаль,8.6
риф,3.5
рифл,1.1
рифм,11.7
риэлтор,5.9
ро,0.8
роб,39.5
робот,8.7
рова,0.5
ровн,14.0
рог,51.9
рогож,1.4
род,2504.3
рододендрон,1.9
родстер,0.9
рож,2.4
рож-1,18.3
рождеств,0.4
роз,1.5
роз-1,116.4
розг,1.2
розенкрейцер,0.5
розмарин,0.6
розов,1.3
рой,0.6
рокан,0.5
рокар,0.5
рокер,1.2
рокир,1.3
рококо,0.7
рокот,5.2
рокоч,0.7
рокфор,0.5
рол,0.5
ролик,13.6
ролл,3.9
роллер,1.9
роль,300.1
ром,3.3
роман,163.7
романов,0.8
романс,11.3
романт,46.4
ромаш,6.4
ромб,3.1
рон,41.0
рондо,0.5
ропот,10.2
рос,3.8
рос-1,13.0
роскош,45.2
росомах,0.6
росс,683.4
россий,38.4
россиян,1.7
ростбиф,0.4
ростов,11.5
рот,2.5
рот-1,137.2
рот-2,38.1
ротавирус,0.4
ротвейлер,1.3
ротмистр,2.3
ротонд,1.5
ротор,3.3
роттердам,0.5
роуминг,0.4
рохл,0.6
роялти,0.6
рояль,19.7
рпичи,0.6
рраг,2.8
ртут,7.9
руб,600.6
рубеж,7.1
рубероид,0.7
рубин,10.7
рубк,0.6
рубоп,0.7
рубрик,11.8
руг,85.0
руд,34.9
рудимент,1.4
руж,322.9
руин,6.7
рук,1646.1
руковод,384.8
рул,58.7
рулад,0.6
рулет,0.6
рулетк,3.7
рулон,5.5
руль,0.4
румб,0.4
румын,7.3
румян,17.6
румянцев,0.5
рун,2.6
рундук,0.5
руоп,0.4
руп,1.2
рупи,0.7
рупор,2.7
рус,4.4
рус-1,11.2
рус-2,670.1
русал,5.4
русл,16.1
руст,0.4
рутин,6.4
рух,356.9
руч,7.9
руч-2,27.3
руш,0.5
рыб,185.8
рыбин,0.9
рыв,6.5
рыг,2.7
рыд,30.6
рыж,4.1
рыж-1,55.7
рык,19.6
рында,0.5
рынок,329.4
рып,1.2
рыс-1,11.4
рыс-2,0.4
рыт,1.0
рыхл,9.4
рыцар,25.5
рычаг,21.1
рьян,2.1
рэ,1.3
рэкет,3.3
рэп,1.4
рюкзак,18.6
рюм-2,33.2
рюх,0.9
ряб,19.7
рявк,10.0
ряд,1459.4
ряженк,0.4
рязан,6.6
ряс-1,1.3
ряс-2,4.9
рях,4.6
ряшк,0.4
с,509.2
саб,1919.6
сабан,0.5
сабел,8.2
сабо,0.5
сабот,3.3
саботаж,0.7
саван,1.4
саванн,1.0
савелов,1.3
саг,2.8
сад,2104.1
саддукей,0.5
садист,2.5
сажен,4.7
сазан,0.9
сайг,0.4
сайгак,0.4
сайр,0.4
сайт,35.6
сак,4.1
саквояж,2.5
сакл,0.7
сакрал,4.1
сакрамент,2.0
сакс,2.4
саксаул,0.9
саксон,0.9
саксофон,4.8
сакур,0.8
сакэ,0.6
сал-1,20.0
сал-2,135.2
салаг,1.8
салаз,0.9
саламандр,0.7
салат,18.2
салицил,0.4
салон,52.4
салун,0.5
салфет,12.1
сальдо,1.8
сальмонелл,1.2
сальт,1.5
салют,8.8
салями,0.6
сам,546.4
саман,0.5
самар,29.1
самарит,0.8
самарканд,0.6
самарян,0.5
самб,0.8
самбо,2.7
саммит,9.2
самодеятельн,13.2
самоед,0.6
самолет,0.5
самостий,0.8
самостоятельн,94.0
самурай,3.3
самшит,0.6
сан,0.5
сан-1,26.3
сан-2,19.3
санатор,2.0
санаторий,17.7
сандал,1.3
сандали,3.5
сандвич,0.6
санитар,31.7
санкт,8.9
санкци,17.8
санкционир,3.4
санскрит,1.6
санти,23.0
сантимент,1.9
сап,33.8
сапиенс,1.0
сапог,75.7
сапфир,1.9
сар,16.9
сара(j),27.3
саранч,1.6
саратов,19.4
сарафан,4.2
сарацин,0.4
сардельк,1.9
сардин,0.6
сари,0.7
сарк,0.6
сарказм,3.2
саркаст,3.1
саркофаг,2.5
саров,2.3
сас,69.2
саспенс,0.4
сатан,11.8
сателлит,1.8
сатин,2.3
сатир,16.6
сатисфакци,0.5
сатрап,0.6
сауд,5.2
саун,6.6
саундтрек,0.7
сафари,1.1
сафьян,1.1
сахалин,3.0
сахар,53.5
сахаров,1.1
сациви,0.6
сач-1,63.0
саш,3.8
саше,1.2
сбереж,1.6
сбру(j),1.6
сбыв,1.8
сва-1,364.4
сва(j)-2,3.9
свами,1.0
сван,0.8
свар,3.9
свастик,2.6
свеж,107.5
свекл,8.5
свекор,2.0
свёкор,10.7
сверб,0.6
свердлов,9.1
сверк,46.8
сверл,6.0
сверхъ,4.3
сверч,2.1
свес,854.5
светк,0.6
свив,1.5
свидан,5.3
свидетел,0.4
свин,49.0
свинг,0.5
свинец,13.2
свир,1.1
свиреп,16.1
свиридов,0.4
свист,50.4
свит,9.3
свитер,15.9
свобод,499.6
своевол,1.2
своеврем,0.4
своевремен,10.3
своеобраз,2.5
свойствен,3.0
сволот,0.5
свор,2.1
сворач,0.7
связ,3.0
свят,409.9
святогор,0.4
святотат,1.0
священн,2.1
сдвиг,13.1
сдерж,1.3
сдобров,0.8
се,75.6
сеанс,14.6
себ,13.7
севастополь,2.0
север,173.7
северск,0.4
севиль,0.7
севрюг,0.4
севск,0.4
сегмент,15.2
сегодн,546.8
сегрегац,0.8
сед-2,51.7
седан,3.5
седм,18.8
седн,0.4
седоват,1.3
сезам,0.6
сезон,80.0
сейм,1.3
сейнер,1.4
сейсм,4.5
сейф,13.5
сейчас,0.6
сек,157.9
секвен,2.9
секвестр,0.6
секвой,0.9
секонд,0.6
секрет,89.3
секретар,35.0
секретарь,79.9
секретер,1.0
секретор,0.6
секрец,1.3
секреч,1.3
секс,76.3
сексапил,0.5
сексолог,1.1
сексопатолог,0.8
сексот,1.2
сексуал,2.3
сект,10.6
сектор,47.2
секуляр,2.0
секунд,113.9
секци,17.7
секьюрити,1.2
секьюритиз,1.0
сел,594.3
селед,8.7
селёд,1.4
селезен,0.7
селезенк,2.7
селект,2.1
селектив,3.2
селектор,0.8
селекци,5.7
селекцион,1.6
селен,0.7
селень,0.7
селин,0.9
селитр,1.1
сельв,0.4
сельдерей,2.5
сельмаг,0.4
сельхоз,9.4
сем,0.4
сем-2,382.4
сем-3,49.0
семантик,12.8
семафор,1.0
семг,1.9
семей,0.7
семеновод,0.5
семеновск,1.0
семестр,2.8
семидесят,1.2
семилет,1.2
семинар,29.6
семинари,6.8
семиотик,1.7
семиотич,1.2
семит,18.3
семя,1.0
сен-1,24.2
сен-2,12.0
сен-3,13.4
сенат,20.6
сенбернар,0.7
сеноман,0.4
сенс,2.7
сенсац,6.7
сенсаци,10.5
сенсей,0.6
сенсибил,0.5
сенсор,3.0
сентенци,2.4
сентимент,0.4
сентиментальн,8.9
сентябр,95.3
сеньор,2.8
сеньорит,0.5
сепар,1.7
сепарат,7.8
сепсис,0.6
септ,1.3
сер,5.5
сер-1,114.5
сер-2,12.1
серб,13.2
сервант,2.5
сервелат,0.4
сервер,8.3
сервиз,3.8
сервир,3.0
сервис,23.6
сервитут,1.4
сергиев,4.2
сергиевск,1.2
серд,363.4
сердеч,11.8
сердит,18.6
сердоли,0.4
серебр,64.8
серед,1014.4
сереж,0.4
серёж,14.2
серенад,1.4
сержант,35.8
сери,76.4
сериал,1.9
серий,12.1
серийн,1.1
сермяг,0.4
серо,1.5
сероконверси,0.6
серотип,0.4
серотонин,0.4
серп,4.4
серпант,1.5
серпухов,1.1
серсо,0.4
сертификат,10.4
сертифиц,12.9
серфинг,0.4
серьез,39.2
серьёз,187.1
серьезн,65.9
сесси,21.1
сестр,150.5
сет,1.6
сет-1,151.1
сет-2,122.1
сет-3,12.9
сеттер,0.9
сеян,8.0
си,8.8
сиам,1.8
сибарит,0.4
сибир,45.8
сив,3.9
сиг-1,2.0
сиг-2,0.7
сигар,15.9
сигарет,56.3
сигнал,68.9
сигналь,5.1
сигнатур,0.6
сидней,0.4
сидор,2.1
сиен,0.5
сиест,0.5
сиз,7.1
сикль,0.9
сикстин,0.6
сил,8.6
сил-1,1203.0
сил-2,1.7
силен,2.4
силик,3.6
силикагель,0.7
силикон,0.5
силлог,0.8
силоксан,0.6
силос,1.6
силуэт,12.7
силь,3.0
сильн,158.2
сим,0.9
симби,2.2
симбир,1.0
символ,84.7
симметр,9.1
симметри,9.1
симпат,52.6
симпатяг,0.5
симпозиум,5.5
симптом,14.5
симул,4.1
симферополь,0.9
симфон,6.9
симфони,10.3
син,152.2
синагог,5.5
синай,1.2
синапс,0.6
сингапур,1.2
сингл,0.4
синглет,0.4
сингуляр,1.0
синдик,0.7
синдиц,0.5
синдром,9.6
синедрион,0.8
синекур,0.4
синергет,2.9
синклит,0.8
синкоп,0.4
синкраз,0.4
синод,8.9
синопт,1.6
синтакс,7.3
синтез,33.5
синтепон,0.4
синтет,11.9
синус,2.3
синхрон,3.4
синхротрон,0.7
синхрофазотрон,0.5
синь,1.7
синьор,3.0
сион,1.8
сиони,4.8
сип,6.8
сипл,1.6
сир,23.1
сирен,21.9
сири,0.9
сирий,3.3
сирконстант,1.4
сироп,8.2
сирот,0.9
сиротл,1.5
сис,1.9
систем,665.4
системат,15.3
сит,4.9
